,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,Pts Won,Pts Max,Share,WS,WS/48,W,L,W/L%,GB,PS/G,PA/G,SRS,PTS_Scaled,TRB_Scaled,AST_Scaled,STL_Scaled,BLK_Scaled,FG%_Scaled,eFG%_Scaled,WS_Scaled,WS/48_Scaled
8111,Kevin Garnett,31.0,Boston Celtics,PF,71.0,71.0,32.8,7.5,13.9,0.539,0.0,0.2,0.0,7.5,13.8,0.545,0.539,3.8,4.7,0.801,1.9,7.3,9.2,3.4,1.4,1.3,1.9,2.3,18.8,2008,670.0,1260.0,0.532,12.9,0.265,66,16,.805,—,100.5,90.3,9.30,-0.7737731284767568,0.5116009404696152,-0.7437573792073007,-0.008602241448916846,0.40802722007472114,1.112558159738758,0.4153581212944894,0.6043147469119572,1.4199821595530167
8116,Kevin Garnett,36.0,Boston Celtics,C,68.0,68.0,29.7,6.2,12.5,0.496,0.0,0.2,0.125,6.2,12.3,0.504,0.498,2.3,3.0,0.786,1.1,6.7,7.8,2.3,1.1,0.9,1.6,2.3,14.8,2013,1.0,1210.0,0.001,5.6,0.133,41,40,.506,12.5,96.5,96.7,-0.62,-1.5429360081358847,0.0840987847347311,-1.1537480971765746,-0.5810423087768165,-0.046319119677620854,0.16318967435963164,-0.5559468449116964,-1.5899680523940831,-1.3212540784524707
8126,Kevin Johnson,24.0,Phoenix Suns,PG,77.0,76.0,36.0,7.7,14.9,0.516,0.1,0.6,0.205,7.6,14.3,0.529,0.52,6.7,8.0,0.843,0.7,2.8,3.5,10.1,2.1,0.1,3.5,2.3,22.2,1991,32.0,960.0,0.033,12.7,0.22,55,27,.671,8.0,114.0,107.5,6.49,-0.11998468076649844,-1.2289435507366993,1.753458812060095,1.3270912489828501,-0.9550117991823048,0.6047564117452717,-0.03475881426447478,0.5441974099446681,0.48546980568750936
8127,Kevin Johnson,25.0,Phoenix Suns,PG,78.0,78.0,37.2,6.9,14.4,0.479,0.1,0.6,0.217,6.8,13.8,0.49,0.484,5.7,7.1,0.807,0.8,3.0,3.7,10.7,1.5,0.3,3.5,2.3,19.7,1992,2.0,960.0,0.002,10.0,0.165,53,29,.646,4.0,112.1,106.2,5.68,-0.6007114805534534,-1.1678718142031443,1.9770901127706078,0.18221111432705,-0.7278386293061337,-0.21214205241816245,-0.8876119553235648,-0.26738663911373006,-0.6567119601481101
8129,Kevin Johnson,27.0,Phoenix Suns,PG,67.0,67.0,36.6,7.1,14.6,0.487,0.1,0.4,0.222,7.0,14.2,0.494,0.49,5.7,6.9,0.819,0.8,1.7,2.5,9.5,1.9,0.1,3.5,1.9,20.0,1994,1.0,1010.0,0.001,8.7,0.17,56,26,.683,7.0,108.2,103.4,4.68,-0.5430242645790186,-1.5343022334044738,1.5298275113495818,0.9454645374309165,-0.9550117991823048,-0.0355153574639064,-0.7454697651470499,-0.6581493294011073,-0.5528772541630537
8132,Kevin Johnson,30.0,Phoenix Suns,PG,70.0,70.0,38.0,6.3,12.7,0.496,1.3,2.9,0.441,5.0,9.8,0.512,0.546,6.3,7.4,0.852,0.8,2.8,3.6,9.3,1.5,0.2,3.1,2.0,20.1,1997,1.0,1150.0,0.001,11.7,0.211,40,42,.488,17.0,102.8,102.2,0.21,-0.5237951925875401,-1.1984076824699217,1.4552837444460778,0.18221111432705,-0.8414252142442193,0.16318967435963164,0.5811906765004236,0.24361072510822426,0.29856733491440784
8144,Kevin Love,23.0,Minnesota Timberwolves,PF,55.0,55.0,39.0,8.6,19.3,0.448,1.9,5.1,0.372,6.7,14.1,0.475,0.497,6.9,8.4,0.824,4.1,9.2,13.3,2.0,0.9,0.5,2.3,2.8,26.0,2012,58.0,1210.0,0.048,10.0,0.223,26,40,.394,21.0,97.9,100.1,-1.83,0.6107200549096731,1.7635715394074911,-1.265563747531831,-0.96266902032875,-0.5006654594299629,-0.8965704953659034,-0.5796372099411157,-0.26738663911373006,0.5477706292785433
8146,Kevin Love,25.0,Minnesota Timberwolves,PF,77.0,77.0,36.3,8.4,18.5,0.457,2.5,6.6,0.376,6.0,11.9,0.502,0.524,6.8,8.2,0.821,2.9,9.6,12.5,4.4,0.8,0.5,2.5,1.8,26.1,2014,25.0,1250.0,0.02,14.3,0.245,40,42,.488,19.0,106.9,104.3,3.10,0.6299491269011516,1.5192845932732713,-0.37103854468977876,-1.1534823761047166,-0.5006654594299629,-0.6978654635423653,0.06000264585320189,1.0251361056829786,1.0046433356127908
8170,Kevin McHale,33.0,Boston Celtics,PF,68.0,10.0,30.4,7.4,13.4,0.553,0.2,0.5,0.405,7.2,12.9,0.559,0.561,3.4,4.0,0.829,2.1,4.9,7.1,1.9,0.4,2.1,2.1,2.9,18.4,1991,1.0,960.0,0.001,7.9,0.182,56,26,.683,—,111.5,105.7,5.22,-0.85068941644267,-0.1296522931327111,-1.3028356309835831,-1.9167357992085836,1.3167198995794052,1.421654875908706,0.9365461519417111,-0.898618677270262,-0.3036739597989188
8203,Kevin Willis,31.0,Atlanta Hawks,PF,80.0,80.0,35.8,7.8,15.7,0.499,0.1,0.3,0.375,7.7,15.4,0.501,0.502,3.4,4.7,0.713,4.2,7.9,12.0,1.9,1.0,0.5,2.4,3.1,19.1,1994,1.0,1010.0,0.001,10.2,0.17,57,25,.695,—,101.4,96.2,4.94,-0.7160859125023221,1.366605251939384,-1.3028356309835831,-0.7718556645527833,-0.5006654594299629,0.22942468496747764,-0.4611853847940198,-0.2072693021464415,-0.5528772541630537
8304,Klay Thompson,24.0,Golden State Warriors,SG,77.0,77.0,31.9,7.8,16.9,0.463,3.1,7.1,0.439,4.7,9.8,0.481,0.555,2.9,3.3,0.879,0.4,2.9,3.2,2.9,1.1,0.8,1.9,1.6,21.7,2015,1.0,1300.0,0.001,8.8,0.172,67,15,.817,—,110.0,99.9,10.01,-0.21613004072388942,-1.3205511555370315,-0.9301167964660615,-0.5810423087768165,-0.15990570461570633,-0.5653954423266733,0.7944039617651961,-0.6280906609174625,-0.5113433717690317
8318,Kobe Bryant,21.0,Los Angeles Lakers,SG,66.0,62.0,38.2,8.4,17.9,0.468,0.7,2.2,0.319,7.7,15.7,0.489,0.488,5.0,6.1,0.821,1.6,4.7,6.3,4.9,1.6,0.9,2.8,3.3,22.5,2000,3.0,1210.0,0.002,10.6,0.202,67,15,.817,—,100.8,92.3,8.41,-0.062297464792063724,-0.3739392392669306,-0.1846791274310179,0.3730244701030168,-0.046319119677620854,-0.45500375798026327,-0.7928504952058881,-0.08703462821186385,0.11166486414130684
8319,Kobe Bryant,22.0,Los Angeles Lakers,SG,68.0,68.0,40.9,10.3,22.2,0.464,0.9,2.9,0.305,9.4,19.3,0.489,0.484,7.0,8.2,0.853,1.5,4.3,5.9,5.0,1.7,0.6,3.2,3.3,28.5,2001,11.0,1240.0,0.009,11.3,0.196,56,26,.683,—,100.6,97.2,3.74,1.091446854696628,-0.4960827123340403,-0.14740724397926583,0.5638378258789832,-0.3870788744918774,-0.5433171054573913,-0.8876119553235648,0.12337605117364717,-0.012936783040760864
8320,Kobe Bryant,23.0,Los Angeles Lakers,SG,80.0,80.0,38.3,9.4,20.0,0.469,0.4,1.7,0.25,9.0,18.3,0.489,0.479,6.1,7.4,0.829,1.4,4.1,5.5,5.5,1.5,0.4,2.8,2.9,25.2,2002,98.0,1260.0,0.078,12.7,0.199,58,24,.707,3.0,101.3,94.1,7.15,0.4568874789778474,-0.6182261854011502,0.03895217327949503,0.18221111432705,-0.6142520443680484,-0.4329254211109825,-1.0060637804706607,0.5441974099446681,0.04936404055027299
8321,Kobe Bryant,24.0,Los Angeles Lakers,SG,82.0,82.0,41.5,10.6,23.5,0.451,1.5,4.0,0.383,9.1,19.5,0.465,0.483,7.3,8.7,0.843,1.3,5.6,6.9,5.9,2.2,0.8,3.5,2.7,30.0,2003,496.0,1190.0,0.417,14.9,0.21,50,32,.610,9.0,100.4,98.0,2.71,1.3798829345688008,-0.19072402966626578,0.18803970708650386,1.517904604758817,-0.15990570461570633,-0.8303354847580573,-0.911302320352984,1.2054881165848448,0.2778003937173965
8322,Kobe Bryant,25.0,Los Angeles Lakers,SG,65.0,64.0,37.6,7.9,18.1,0.438,1.1,3.3,0.327,6.8,14.8,0.463,0.468,7.0,8.2,0.852,1.6,3.9,5.5,5.1,1.7,0.4,2.6,2.7,24.0,2004,212.0,1230.0,0.172,10.7,0.21,56,26,.683,—,98.2,94.3,4.35,0.2261386150801092,-0.6182261854011502,-0.1101353605275138,0.5638378258789832,-0.6142520443680484,-1.1173538640587235,-1.2666577957942702,-0.05697595972821957,0.2778003937173965
8324,Kobe Bryant,27.0,Los Angeles Lakers,SG,80.0,80.0,41.0,12.2,27.2,0.45,2.3,6.5,0.347,10.0,20.7,0.482,0.491,8.7,10.2,0.85,0.9,4.4,5.3,4.5,1.8,0.4,3.1,2.9,35.4,2006,483.0,1250.0,0.386,15.3,0.224,45,37,.549,9.0,99.4,96.9,2.53,2.4182528221086232,-0.6792979219347052,-0.3337666612380267,0.75465118165495,-0.6142520443680484,-0.8524138216273394,-0.7217794001176306,1.3257227905194224,0.5685375704755545
8325,Kobe Bryant,28.0,Los Angeles Lakers,SG,77.0,77.0,40.8,10.6,22.8,0.463,1.8,5.2,0.344,8.8,17.6,0.497,0.502,8.7,10.0,0.868,1.0,4.7,5.7,5.4,1.4,0.5,3.3,2.7,31.6,2007,521.0,1290.0,0.404,13.0,0.199,42,40,.512,19.0,103.3,103.4,0.24,1.6875480864324524,-0.5571544488675952,0.0016802898277429876,-0.008602241448916846,-0.5006654594299629,-0.5653954423266733,-0.4611853847940198,0.6343734153956014,0.04936404055027299
8326,Kobe Bryant,29.0,Los Angeles Lakers,SG,82.0,82.0,38.9,9.5,20.6,0.459,1.8,5.1,0.361,7.6,15.5,0.49,0.503,7.6,9.0,0.84,1.1,5.2,6.3,5.4,1.8,0.5,3.1,2.8,28.3,2008,1100.0,1260.0,0.873,13.8,0.208,57,25,.695,—,108.6,101.3,7.34,1.0529887107136717,-0.3739392392669306,0.0016802898277429876,0.75465118165495,-0.5006654594299629,-0.6537087898038013,-0.43749501976460065,0.8748427632647567,0.23626651132337398
8327,Kobe Bryant,30.0,Los Angeles Lakers,SG,82.0,82.0,36.1,9.8,20.9,0.467,1.4,4.1,0.351,8.3,16.8,0.496,0.502,5.9,6.9,0.856,1.1,4.1,5.2,4.9,1.5,0.5,2.6,2.3,26.8,2009,698.0,1210.0,0.577,12.7,0.206,65,17,.793,—,106.9,99.3,7.11,0.7645526308414988,-0.7098337902014825,-0.1846791274310179,0.18221111432705,-0.5006654594299629,-0.4770820948495453,-0.4611853847940198,0.5441974099446681,0.1947326289293514
8328,Kobe Bryant,31.0,Los Angeles Lakers,SG,73.0,73.0,38.8,9.8,21.5,0.456,1.4,4.1,0.329,8.5,17.4,0.487,0.488,6.0,7.4,0.811,1.1,4.3,5.4,5.0,1.5,0.3,3.2,2.6,27.0,2010,599.0,1230.0,0.487,9.4,0.16,57,25,.695,—,101.7,97.0,4.78,0.803010774824455,-0.6487620536679275,-0.14740724397926583,0.18221111432705,-0.7278386293061337,-0.7199438004116473,-0.7928504952058881,-0.44773865001559626,-0.7605466661331665
8329,Kobe Bryant,32.0,Los Angeles Lakers,SG,82.0,82.0,33.9,9.0,20.0,0.451,1.4,4.3,0.323,7.6,15.6,0.487,0.487,5.9,7.1,0.828,1.0,4.1,5.1,4.7,1.2,0.1,3.0,2.1,25.3,2011,428.0,1210.0,0.354,10.3,0.178,57,25,.695,—,101.5,95.4,6.01,0.47611655096932587,-0.7403696584682601,-0.2592228943345223,-0.3902289530008501,-0.9550117991823048,-0.8303354847580573,-0.8165408602353074,-0.17721063366279668,-0.386741724586964
8330,Kobe Bryant,33.0,Los Angeles Lakers,SG,58.0,58.0,38.5,9.9,23.0,0.43,1.5,4.9,0.303,8.4,18.1,0.464,0.462,6.6,7.8,0.845,1.1,4.3,5.4,4.6,1.2,0.3,3.5,1.8,27.9,2012,352.0,1210.0,0.291,6.2,0.132,41,25,.621,—,97.3,95.9,1.96,0.9760724227477585,-0.6487620536679275,-0.29649477778627464,-0.3902289530008501,-0.7278386293061337,-1.2939805590129794,-1.4087999859707852,-1.4096160414922165,-1.342021019649482
8331,Kobe Bryant,34.0,Los Angeles Lakers,SG,78.0,78.0,38.6,9.5,20.4,0.463,1.7,5.2,0.324,7.8,15.2,0.51,0.504,6.7,8.0,0.839,0.8,4.7,5.6,6.0,1.4,0.3,3.7,2.2,27.3,2013,184.0,1210.0,0.152,10.9,0.174,45,37,.549,11.0,102.2,101.0,1.48,0.8606979907988898,-0.5876903171343728,0.2253115905382559,-0.008602241448916846,-0.7278386293061337,-0.5653954423266733,-0.41380465473518147,0.0031413772390695206,-0.4698094893750091
8468,Kyle Lowry,29.0,Toronto Raptors,PG,77.0,77.0,37.0,6.6,15.6,0.427,2.8,7.1,0.388,3.9,8.5,0.461,0.516,5.2,6.4,0.811,0.7,4.0,4.7,6.4,2.1,0.4,2.9,2.7,21.2,2016,6.0,1310.0,0.005,11.6,0.196,56,26,.683,—,102.7,98.2,4.08,-0.3122754006812804,-0.8625131315353698,0.37439912434526473,1.3270912489828501,-0.6142520443680484,-1.3602155696208253,-0.12952027438215144,0.21355205662458,-0.012936783040760864
8526,LaMarcus Aldridge,32.0,San Antonio Spurs,C,75.0,75.0,33.5,9.2,18.0,0.51,0.4,1.2,0.293,8.8,16.7,0.526,0.52,4.5,5.3,0.837,3.3,5.2,8.5,2.0,0.6,1.2,1.5,2.1,23.1,2018,6.0,1010.0,0.006,10.9,0.209,47,35,.573,18.0,102.7,99.8,2.89,0.053076967156805724,0.29784986260217333,-1.265563747531831,-1.53510908765665,0.29444063513663554,0.4722863905295797,-0.03475881426447478,0.0031413772390695206,0.25703345252038523
8627,Larry Bird,34.0,Boston Celtics,SF,60.0,60.0,38.0,7.7,17.0,0.454,1.3,3.3,0.389,6.4,13.7,0.47,0.492,2.7,3.1,0.891,0.9,7.6,8.5,7.2,1.8,1.0,3.1,2.0,19.4,1991,25.0,960.0,0.026,6.6,0.14,56,26,.683,—,111.5,105.7,5.22,-0.6583986965278881,0.29784986260217333,0.672574191959282,0.75465118165495,0.0672674652604646,-0.7641004741502113,-0.6980890350882115,-1.289381367557639,-1.1758854900733917
8628,Larry Bird,35.0,Boston Celtics,SF,45.0,45.0,36.9,7.8,16.8,0.466,1.2,2.8,0.406,6.7,14.0,0.478,0.5,3.3,3.6,0.926,1.0,8.6,9.6,6.8,0.9,0.7,2.8,1.8,20.2,1992,3.0,960.0,0.003,5.5,0.159,51,31,.622,—,106.6,103.0,3.41,-0.5045661205960623,0.6337444135367252,0.5234866581522732,-0.96266902032875,-0.2734922895537919,-0.4991604317188273,-0.5085661148528582,-1.6200267208777273,-0.7813136073301779
8689,Latrell Sprewell,23.0,Golden State Warriors,SG,82.0,82.0,43.1,7.5,17.3,0.433,1.7,4.8,0.361,5.8,12.5,0.46,0.482,4.3,5.6,0.774,1.0,3.9,4.9,4.7,2.2,0.9,2.8,1.9,21.0,1994,1.0,1010.0,0.001,8.0,0.108,50,32,.610,13.0,107.9,106.1,1.76,-0.3507335446642367,-0.8014413950018148,-0.2592228943345223,1.517904604758817,-0.046319119677620854,-1.2277455484051334,-0.9349926853824032,-0.8685600087866178,-1.8404276083777524
8733,LeBron James,19.0,Cleveland Cavaliers,SG,79.0,79.0,39.5,7.9,18.9,0.417,0.8,2.7,0.29,7.1,16.1,0.438,0.438,4.4,5.8,0.754,1.3,4.2,5.5,5.9,1.6,0.7,3.5,1.9,20.9,2004,11.0,1230.0,0.009,5.1,0.078,35,47,.427,26.0,92.9,95.5,-3.07,-0.3699626166557151,-0.6182261854011502,0.18803970708650386,0.3730244701030168,-0.2734922895537919,-1.5809989383136456,-1.9773687466768453,-1.740261394812305,-2.46343584428809
8734,LeBron James,20.0,Cleveland Cavaliers,SF,80.0,80.0,42.4,9.9,21.1,0.472,1.4,3.9,0.351,8.6,17.2,0.499,0.504,6.0,8.0,0.75,1.4,6.0,7.4,7.2,2.2,0.7,3.3,1.8,27.2,2005,93.0,1270.0,0.073,14.3,0.203,42,40,.512,12.0,96.5,95.7,0.27,0.8414689188074114,-0.038044688332378535,0.672574191959282,1.517904604758817,-0.2734922895537919,-0.36669041050313644,-0.41380465473518147,1.0251361056829786,0.13243180533831814
8735,LeBron James,21.0,Cleveland Cavaliers,SF,79.0,79.0,42.5,11.1,23.1,0.48,1.6,4.8,0.335,9.5,18.3,0.518,0.515,7.6,10.3,0.738,0.9,6.1,7.0,6.6,1.6,0.8,3.3,2.3,31.4,2006,688.0,1250.0,0.55,16.3,0.232,50,32,.610,14.0,97.6,95.4,2.17,1.6490899424494954,-0.16018816139948844,0.4489428912487688,0.3730244701030168,-0.15990570461570633,-0.19006371554888044,-0.15321063941157062,1.6263094753558665,0.7346731000516448
8736,LeBron James,22.0,Cleveland Cavaliers,SF,78.0,78.0,40.9,9.9,20.8,0.476,1.3,4.0,0.319,8.6,16.8,0.513,0.507,6.3,9.0,0.698,1.1,5.7,6.7,6.0,1.6,0.7,3.2,2.2,27.3,2007,183.0,1290.0,0.142,13.7,0.206,50,32,.610,3.0,96.8,92.9,3.33,0.8606979907988898,-0.25179576619982075,0.2253115905382559,0.3730244701030168,-0.2734922895537919,-0.27837706302600845,-0.342733559646924,0.8447840947811119,0.1947326289293514
8737,LeBron James,23.0,Cleveland Cavaliers,SF,75.0,74.0,40.4,10.6,21.9,0.484,1.5,4.8,0.315,9.1,17.1,0.531,0.518,7.3,10.3,0.712,1.8,6.1,7.9,7.2,1.8,1.1,3.4,2.2,30.0,2008,438.0,1260.0,0.348,15.2,0.242,45,37,.549,14.0,96.4,96.7,-0.53,1.3798829345688008,0.11463465300150873,0.672574191959282,0.75465118165495,0.1808540501985502,-0.10175036807175242,-0.08213954432331312,1.2956641220357776,0.942342512021757
8738,LeBron James,24.0,Cleveland Cavaliers,SF,81.0,81.0,37.7,9.7,19.9,0.489,1.6,4.7,0.344,8.1,15.2,0.535,0.53,7.3,9.4,0.78,1.3,6.3,7.6,7.2,1.7,1.1,3.0,1.7,28.4,2009,1172.0,1210.0,0.969,20.3,0.318,66,16,.805,—,100.3,91.4,8.68,1.0722177827051496,0.02302704820117615,0.672574191959282,0.5638378258789832,0.1808540501985502,0.008641316274657612,0.2021448360297169,2.828656214701642,2.5206300429946134
8739,LeBron James,25.0,Cleveland Cavaliers,SF,76.0,76.0,39.0,10.1,20.1,0.503,1.7,5.1,0.333,8.4,15.0,0.56,0.545,7.8,10.2,0.767,0.9,6.4,7.3,8.6,1.6,1.0,3.4,1.6,29.7,2010,1205.0,1230.0,0.98,18.5,0.299,61,21,.744,—,102.1,95.6,6.17,1.3221957185943662,-0.06858055659915614,1.1943805602838122,0.3730244701030168,0.0672674652604646,0.3177380324446057,0.5575003114710044,2.2876001819960425,2.1260581602513993
8740,LeBron James,26.0,Miami Heat,SF,79.0,79.0,38.8,9.6,18.8,0.51,1.2,3.5,0.33,8.4,15.3,0.552,0.541,6.4,8.4,0.759,1.0,6.5,7.5,7.0,1.6,0.6,3.6,2.1,26.7,2011,522.0,1210.0,0.431,15.6,0.244,58,24,.707,—,102.1,94.6,6.76,0.7453235588500203,-0.0075088200656011905,0.5980304250557776,0.3730244701030168,-0.3870788744918774,0.4722863905295797,0.46273885135332776,1.4158987959703553,0.9838763944157796
8741,LeBron James,27.0,Miami Heat,SF,62.0,62.0,37.5,10.0,18.9,0.531,0.9,2.4,0.362,9.1,16.5,0.556,0.554,6.2,8.1,0.771,1.5,6.4,7.9,6.2,1.9,0.8,3.4,1.5,27.1,2012,1074.0,1210.0,0.888,14.5,0.298,46,20,.697,—,98.5,92.5,5.72,0.8222398468159335,0.11463465300150873,0.2998553574417603,0.9454645374309165,-0.15990570461570633,0.9359314647845018,0.7707135967357769,1.0852534426502671,2.1052912190543878
8742,LeBron James,28.0,Miami Heat,PF,76.0,76.0,37.9,10.1,17.8,0.565,1.4,3.3,0.406,8.7,14.5,0.602,0.603,5.3,7.0,0.753,1.3,6.8,8.0,7.3,1.7,0.9,3.0,1.4,26.8,2013,1207.0,1210.0,0.998,19.3,0.322,66,16,.805,—,102.9,95.0,7.03,0.7645526308414988,0.14517052126828606,0.7098460754110341,0.5638378258789832,-0.046319119677620854,1.6865949183400875,1.9315414831773134,2.528069529865198,2.6036978077826585
8743,LeBron James,29.0,Miami Heat,PF,77.0,77.0,37.7,10.0,17.6,0.567,1.5,4.0,0.379,8.5,13.6,0.622,0.61,5.7,7.6,0.75,1.1,5.9,6.9,6.3,1.6,0.3,3.5,1.6,27.1,2014,891.0,1250.0,0.713,15.9,0.264,54,28,.659,—,102.2,97.4,4.15,0.8222398468159335,-0.19072402966626578,0.3371272408935123,0.3730244701030168,-0.7278386293061337,1.7307515920786516,2.0973740383832475,1.5060748014212888,1.3992152183560054
8744,LeBron James,30.0,Cleveland Cavaliers,SF,69.0,69.0,36.1,9.0,18.5,0.488,1.7,4.9,0.354,7.3,13.6,0.536,0.535,5.4,7.7,0.71,0.7,5.3,6.0,7.4,1.6,0.7,3.9,2.0,25.3,2015,552.0,1300.0,0.425,10.4,0.199,53,29,.646,—,103.1,98.7,4.08,0.47611655096932587,-0.46554684406726293,0.7471179588627864,0.3730244701030168,-0.2734922895537919,-0.013437020594624394,0.32059666117681274,-0.1471519651791524,0.04936404055027299
8745,LeBron James,31.0,Cleveland Cavaliers,SF,76.0,76.0,35.6,9.7,18.6,0.52,1.1,3.7,0.309,8.6,14.9,0.573,0.551,4.7,6.5,0.731,1.5,6.0,7.4,6.8,1.4,0.6,3.3,1.9,25.3,2016,631.0,1310.0,0.482,13.6,0.242,57,25,.695,—,104.3,98.3,5.45,0.47611655096932587,-0.038044688332378535,0.5234866581522732,-0.008602241448916846,-0.3870788744918774,0.6930697592223998,0.6996425016475194,0.8147254262974677,0.942342512021757
8746,LeBron James,32.0,Cleveland Cavaliers,SF,74.0,74.0,37.8,9.9,18.2,0.548,1.7,4.6,0.363,8.3,13.5,0.611,0.594,4.8,7.2,0.674,1.3,7.3,8.6,8.7,1.2,0.6,4.1,1.8,26.4,2017,333.0,1010.0,0.33,12.9,0.221,51,31,.622,—,110.3,107.2,2.87,0.6876363428755856,0.3283857308689507,1.2316524437355643,-0.3902289530008501,-0.3870788744918774,1.3112631915622959,1.718328197912541,0.6043147469119572,0.5062367468845207
8747,LeBron James,33.0,Cleveland Cavaliers,PF,82.0,82.0,36.9,10.5,19.3,0.542,1.8,5.0,0.367,8.6,14.3,0.603,0.59,4.7,6.5,0.731,1.2,7.5,8.6,9.1,1.4,0.9,4.2,1.7,27.5,2018,738.0,1010.0,0.731,14.0,0.221,50,32,.610,—,110.9,109.9,0.59,0.8991561347818461,0.3283857308689507,1.380739977542573,-0.008602241448916846,-0.046319119677620854,1.178793170346604,1.6235667377948644,0.9349601002320453,0.5062367468845207
8748,LeBron James,34.0,Los Angeles Lakers,SF,55.0,55.0,35.2,10.1,19.9,0.51,2.0,5.9,0.339,8.1,14.0,0.582,0.56,5.1,7.6,0.665,1.0,7.4,8.5,8.3,1.3,0.6,3.6,1.7,27.4,2019,1.0,1010.0,0.001,7.2,0.179,37,45,.451,20.0,111.8,113.5,-1.33,0.8799270627903676,0.29784986260217333,1.0825649099285561,-0.19941559722488325,-0.3870788744918774,0.4722863905295797,0.912855786912292,-1.1090293566557727,-0.3659747833899527
8749,LeBron James,35.0,Los Angeles Lakers,PG,67.0,67.0,34.6,9.6,19.4,0.493,2.2,6.3,0.348,7.4,13.1,0.564,0.55,3.9,5.7,0.693,1.0,6.9,7.8,10.2,1.2,0.5,3.9,1.8,25.3,2020,753.0,1010.0,0.746,9.8,0.204,52,19,.732,—,113.4,107.6,6.28,0.47611655096932587,0.0840987847347311,1.790730695511847,-0.3902289530008501,-0.5006654594299629,0.09695466375178563,0.6759521366181003,-0.3275039760810186,0.15319874653532883
8750,LeBron James,36.0,Los Angeles Lakers,PG,45.0,45.0,33.4,9.4,18.3,0.513,2.3,6.3,0.365,7.1,12.0,0.591,0.576,4.0,5.7,0.698,0.6,7.0,7.7,7.8,1.1,0.6,3.7,1.6,25.0,2021,1.0,1010.0,0.001,5.6,0.179,42,30,.583,9.0,109.5,106.8,2.77,0.41842933499489116,0.05356291646795377,0.8962054926697949,-0.5810423087768165,-0.3870788744918774,0.5385214011374257,1.291901627382996,-1.5899680523940831,-0.3659747833899527
8751,LeBron James,37.0,Los Angeles Lakers,C,56.0,56.0,37.2,11.4,21.8,0.524,2.9,8.0,0.359,8.6,13.8,0.62,0.59,4.5,6.0,0.756,1.1,7.1,8.2,6.2,1.3,1.1,3.5,2.2,30.3,2022,1.0,1000.0,0.001,7.5,0.172,33,49,.402,31.0,112.1,115.1,-3.08,1.4375701505432357,0.20624225780184074,0.2998553574417603,-0.19941559722488325,0.1808540501985502,0.7813831066995278,1.6235667377948644,-1.0188533512048397,-0.5113433717690317
8754,LeBron James,40.0,Los Angeles Lakers,SF,70.0,70.0,34.9,9.3,18.1,0.513,2.1,5.7,0.376,7.2,12.5,0.574,0.571,3.7,4.7,0.782,1.0,6.8,7.8,8.2,1.0,0.6,3.7,1.4,24.4,2025,16.0,1000.0,0.016,7.7,0.152,50,32,.610,—,113.4,112.2,1.45,0.30305490304602173,0.0840987847347311,1.0452930264768034,-0.7718556645527833,-0.3870788744918774,0.5385214011374257,1.1734498022359001,-0.9587360142375508,-0.9266821957092568
8999,Luka Dončić,20.0,Dallas Mavericks,PG,61.0,61.0,33.6,9.5,20.6,0.463,2.8,8.9,0.316,6.7,11.7,0.574,0.531,7.0,9.2,0.758,1.3,8.1,9.4,8.8,1.0,0.2,4.3,2.5,28.8,2020,200.0,1010.0,0.198,8.8,0.207,43,32,.573,2.5,117.0,112.1,4.87,1.1491340706710627,0.5726726770031705,1.268924327187317,-0.7718556645527833,-0.8414252142442193,-0.5653954423266733,0.22583520105913607,-0.6280906609174625,0.21549957012636267
9000,Luka Dončić,21.0,Dallas Mavericks,PG,66.0,66.0,34.3,9.8,20.5,0.479,2.9,8.3,0.35,6.9,12.2,0.567,0.55,5.2,7.1,0.73,0.8,7.2,8.0,8.6,1.0,0.5,4.3,2.3,27.7,2021,42.0,1010.0,0.042,7.7,0.163,42,30,.583,—,112.4,110.2,2.26,0.9376142787648023,0.14517052126828606,1.1943805602838122,-0.7718556645527833,-0.5006654594299629,-0.21214205241816245,0.6759521366181003,-0.9587360142375508,-0.6982458425421326
9001,Luka Dončić,22.0,Dallas Mavericks,PG,65.0,65.0,35.4,9.9,21.6,0.457,3.1,8.8,0.353,6.8,12.8,0.528,0.529,5.6,7.5,0.744,0.9,8.3,9.1,8.7,1.2,0.6,4.5,2.2,28.4,2022,146.0,1000.0,0.146,7.6,0.159,52,30,.634,4.0,108.0,104.7,3.12,1.0722177827051496,0.4810650722028379,1.2316524437355643,-0.3902289530008501,-0.3870788744918774,-0.6978654635423653,0.17845447100029774,-0.9887946827211953,-0.7813136073301779
9002,Luka Dončić,23.0,Dallas Mavericks,PG,66.0,66.0,36.2,10.9,22.0,0.496,2.8,8.2,0.342,8.1,13.8,0.588,0.56,7.8,10.5,0.742,0.8,7.8,8.6,8.0,1.4,0.5,3.6,2.5,32.4,2023,10.0,1000.0,0.01,10.2,0.204,38,44,.463,13.0,114.2,114.1,-0.14,1.8413806623642774,0.3283857308689507,0.9707492595732994,-0.008602241448916846,-0.5006654594299629,0.16318967435963164,0.912855786912292,-0.2072693021464415,0.15319874653532883
